escena_numero;escena_locacion;momento;intencion_dramatica;ritmo;plano_numero;tipo_plano;descripcion_plano;accion_principal;camara_movimiento;sonido_transicion;elementos_necesarios;notas_produccion
33;EXT. LAGO HIRVIENTE;DÍA;Activar la tentación de poder de Lola: dolor transformado en deseo de venganza.;Ritmo musical/montaje: alternar planos amplios con inserts expresivos y acciones encadenadas.;33.04;Contrapicado;"Contrapicado de Lola elevándose bajo rayo lunar; belleza que se vuelve sofocante.";"Contrapicado de Lola elevándose bajo rayo lunar; belleza que se vuelve sofocante.";Contrapicado, Picado;"Viento como voz espiritual y guía; usarlo para transiciones. Música diegética integrada a acción; percusión orgánica y respiración. Diseño sonoro lunar: drones, agua, notas cristalinas y presión grave. Diseño solar: resonancias cálidas, bronce/percusión baja, brillo creciente.";"Luna/luz plateada; Sol/luz cálida; Viento FX; Lola; Lago/agua FX";"Previsualizar en storyboard/animatic; ajustar duración según acting y montaje."
33;EXT. LAGO HIRVIENTE;DÍA;Activar la tentación de poder de Lola: dolor transformado en deseo de venganza.;Ritmo musical/montaje: alternar planos amplios con inserts expresivos y acciones encadenadas.;33.05;Plano narrativo;Corte súbito al agua cayendo y Lola inconsciente: fin del hechizo.;fin del hechizo.;Cámara funcional al eje dramático;"Viento como voz espiritual y guía; usarlo para transiciones. Música diegética integrada a acción; percusión orgánica y respiración. Diseño sonoro lunar: drones, agua, notas cristalinas y presión grave. Diseño solar: resonancias cálidas, bronce/percusión baja, brillo creciente.";"Luna/luz plateada; Sol/luz cálida; Viento FX; Lola; Lago/agua FX";"Previsualizar en storyboard/animatic; ajustar duración según acting y montaje."
34;EXT. MONTAÑA RESBALOSA- DÍA;DÍA;Presentar a Lola como sobreviviente: misterio, trauma y entrada de la Luna al relato.;Ritmo alto: cortes breves, cámara móvil, respiración y percusión marcadas.;34.01;PG / Plano general;"PG mágico del lago plateado; reflejo de Luna como eje vertical.";"PG mágico del lago plateado; reflejo de Luna como eje vertical.";Cámara funcional al eje dramático;"Fuego presente como pulso: crepita, sube o se apaga según tensión. Música diegética integrada a acción; percusión orgánica y respiración. Diseño sonoro lunar: drones, agua, notas cristalinas y presión grave. Diseño solar: resonancias cálidas, bronce/percusión baja, brillo creciente.";"Fogata/fuego FX; Luna/luz plateada; Sol/luz cálida; Montaña/roqueríos; Lago/agua FX";"Previsualizar en storyboard/animatic; ajustar duración según acting y montaje."
34;EXT. MONTAÑA RESBALOSA- DÍA;DÍA;Presentar a Lola como sobreviviente: misterio, trauma y entrada de la Luna al relato.;Ritmo alto: cortes breves, cámara móvil, respiración y percusión marcadas.;34.02;Plano narrativo;"Plano secuencia musical rodeando a Lola; Tanú siempre detrás, casi fuera de campo.";"Plano secuencia musical rodeando a Lola; Tanú siempre detrás, casi fuera de campo.";Cámara funcional al eje dramático;"Fuego presente como pulso: crepita, sube o se apaga según tensión. Música diegética integrada a acción; percusión orgánica y respiración. Diseño sonoro lunar: drones, agua, notas cristalinas y presión grave. Diseño solar: resonancias cálidas, bronce/percusión baja, brillo creciente.";"Fogata/fuego FX; Luna/luz plateada; Sol/luz cálida; Lola; Tanú; Montaña/roqueríos";"Previsualizar en storyboard/animatic; ajustar duración según acting y montaje."
34;EXT. MONTAÑA RESBALOSA- DÍA;DÍA;Presentar a Lola como sobreviviente: misterio, trauma y entrada de la Luna al relato.;Ritmo alto: cortes breves, cámara móvil, respiración y percusión marcadas.;34.03;Plano narrativo;Detalles de pinturas brillando, gotas flotando y piedras suspendidas.;Detalles de pinturas brillando, gotas flotando y piedras suspendidas.;Cámara funcional al eje dramático;"Fuego presente como pulso: crepita, sube o se apaga según tensión. Música diegética integrada a acción; percusión orgánica y respiración. Diseño sonoro lunar: drones, agua, notas cristalinas y presión grave. Diseño solar: resonancias cálidas, bronce/percusión baja, brillo creciente.";"Fogata/fuego FX; Luna/luz plateada; Sol/luz cálida; Pinturas tari; Montaña/roqueríos";"Previsualizar en storyboard/animatic; ajustar duración según acting y montaje."
34;EXT. MONTAÑA RESBALOSA- DÍA;DÍA;Presentar a Lola como sobreviviente: misterio, trauma y entrada de la Luna al relato.;Ritmo alto: cortes breves, cámara móvil, respiración y percusión marcadas.;34.04;Contrapicado;"Contrapicado de Lola elevándose bajo rayo lunar; belleza que se vuelve sofocante.";"Contrapicado de Lola elevándose bajo rayo lunar; belleza que se vuelve sofocante.";Contrapicado, Picado;"Fuego presente como pulso: crepita, sube o se apaga según tensión. Música diegética integrada a acción; percusión orgánica y respiración. Diseño sonoro lunar: drones, agua, notas cristalinas y presión grave. Diseño solar: resonancias cálidas, bronce/percusión baja, brillo creciente.";"Fogata/fuego FX; Luna/luz plateada; Sol/luz cálida; Lola; Montaña/roqueríos";"Previsualizar en storyboard/animatic; ajustar duración según acting y montaje."
34;EXT. MONTAÑA RESBALOSA- DÍA;DÍA;Presentar a Lola como sobreviviente: misterio, trauma y entrada de la Luna al relato.;Ritmo alto: cortes breves, cámara móvil, respiración y percusión marcadas.;34.05;Plano narrativo;Corte súbito al agua cayendo y Lola inconsciente: fin del hechizo.;fin del hechizo.;Cámara funcional al eje dramático;"Fuego presente como pulso: crepita, sube o se apaga según tensión. Música diegética integrada a acción; percusión orgánica y respiración. Diseño sonoro lunar: drones, agua, notas cristalinas y presión grave. Diseño solar: resonancias cálidas, bronce/percusión baja, brillo creciente.";"Fogata/fuego FX; Luna/luz plateada; Sol/luz cálida; Lola; Montaña/roqueríos";"Previsualizar en storyboard/animatic; ajustar duración según acting y montaje."
35;INT. CAVERNA DE LOS SOORTES;NOCHE;Mostrar la fractura interna de Uky: no puede matar, pero aún desea pertenecer.;Ritmo alto: cortes breves, cámara móvil, respiración y percusión marcadas.;35.01;PG / Plano general;PG bajo entre pastizales: cazadores ocultos, niebla y respiración contenida.;cazadores ocultos, niebla y respiración contenida.;Cámara funcional al eje dramático;Diseño sonoro lunar: drones, agua, notas cristalinas y presión grave. Diseño solar: resonancias cálidas, bronce/percusión baja, brillo creciente.;"Luna/luz plateada; Sol/luz cálida; Soortes";"Previsualizar en storyboard/animatic; ajustar duración según acting y montaje."
35;INT. CAVERNA DE LOS SOORTES;NOCHE;Mostrar la fractura interna de Uky: no puede matar, pero aún desea pertenecer.;Ritmo alto: cortes breves, cámara móvil, respiración y percusión marcadas.;35.02;POV / Subjetiva;POV de Uky: arco tembloroso, guanaco entra y sale de foco.;arco tembloroso, guanaco entra y sale de foco.;POV;Diseño sonoro lunar: drones, agua, notas cristalinas y presión grave. Diseño solar: resonancias cálidas, bronce/percusión baja, brillo creciente.;"Luna/luz plateada; Sol/luz cálida; Guanaco; Uky; Arcos/flechas; Soortes";"Previsualizar en storyboard/animatic; ajustar duración según acting y montaje."
35;INT. CAVERNA DE LOS SOORTES;NOCHE;Mostrar la fractura interna de Uky: no puede matar, pero aún desea pertenecer.;Ritmo alto: cortes breves, cámara móvil, respiración y percusión marcadas.;35.03;Plano narrativo;Corte paralelo: Yamko confiado / Seriot impaciente / Uky paralizado.;Yamko confiado / Seriot impaciente / Uky paralizado.;Corte paralelo;Diseño sonoro lunar: drones, agua, notas cristalinas y presión grave. Diseño solar: resonancias cálidas, bronce/percusión baja, brillo creciente.;"Luna/luz plateada; Sol/luz cálida; Uky; Yamko; Seriot; Soortes";"Previsualizar en storyboard/animatic; ajustar duración según acting y montaje."
35;INT. CAVERNA DE LOS SOORTES;NOCHE;Mostrar la fractura interna de Uky: no puede matar, pero aún desea pertenecer.;Ritmo alto: cortes breves, cámara móvil, respiración y percusión marcadas.;35.04;Cámara lenta;"Cámara lenta breve cuando el guanaco pasa junto a Uky; sonido se apaga salvo latido.";"Cámara lenta breve cuando el guanaco pasa junto a Uky; sonido se apaga salvo latido.";Cámara lenta;Diseño sonoro lunar: drones, agua, notas cristalinas y presión grave. Diseño solar: resonancias cálidas, bronce/percusión baja, brillo creciente.;"Luna/luz plateada; Sol/luz cálida; Guanaco; Uky; Soortes; Mar/agua FX";"Previsualizar en storyboard/animatic; ajustar duración según acting y montaje."
35;INT. CAVERNA DE LOS SOORTES;NOCHE;Mostrar la fractura interna de Uky: no puede matar, pero aún desea pertenecer.;Ritmo alto: cortes breves, cámara móvil, respiración y percusión marcadas.;35.05;Plano narrativo;"Plano fijo de Uky embarrado mientras la cacería se aleja; aislamiento dramático.";"Plano fijo de Uky embarrado mientras la cacería se aleja; aislamiento dramático.";Plano fijo;Diseño sonoro lunar: drones, agua, notas cristalinas y presión grave. Diseño solar: resonancias cálidas, bronce/percusión baja, brillo creciente.;"Luna/luz plateada; Sol/luz cálida; Uky; Soortes";"Previsualizar en storyboard/animatic; ajustar duración según acting y montaje."
36;EXT. COSTA DEL KARUKINKA;DÍA;Avanzar la relación entre personajes y preparar la siguiente variación emocional del viaje.;Ritmo contenido: planos más largos, pausas, respiración y foco en mirada/reacción.;36.01;PG / Plano general;Plano general de ubicación para orientar geografía y clima emocional.;Plano general de ubicación para orientar geografía y clima emocional.;Cámara funcional al eje dramático;"Viento como voz espiritual y guía; usarlo para transiciones. Diseño solar: resonancias cálidas, bronce/percusión baja, brillo creciente.";"Sol/luz cálida; Viento FX";"Previsualizar en storyboard/animatic; ajustar duración según acting y montaje."
36;EXT. COSTA DEL KARUKINKA;DÍA;Avanzar la relación entre personajes y preparar la siguiente variación emocional del viaje.;Ritmo contenido: planos más largos, pausas, respiración y foco en mirada/reacción.;36.02;Plano narrativo;Planos medios alternados de diálogo/acción, cuidando eje entre Uky, Lola y acompañantes.;Planos medios alternados de diálogo/acción, cuidando eje entre Uky, Lola y acompañantes.;Cámara funcional al eje dramático;"Viento como voz espiritual y guía; usarlo para transiciones. Diseño solar: resonancias cálidas, bronce/percusión baja, brillo creciente.";"Sol/luz cálida; Viento FX; Lola; Uky";"Previsualizar en storyboard/animatic; ajustar duración según acting y montaje."
36;EXT. COSTA DEL KARUKINKA;DÍA;Avanzar la relación entre personajes y preparar la siguiente variación emocional del viaje.;Ritmo contenido: planos más largos, pausas, respiración y foco en mirada/reacción.;36.03;Plano narrativo;Planos detalle de objetos rituales, pinturas, fuego, huellas o animales como signos dramáticos.;Planos detalle de objetos rituales, pinturas, fuego, huellas o animales como signos dramáticos.;Cámara funcional al eje dramático;"Viento como voz espiritual y guía; usarlo para transiciones. Diseño solar: resonancias cálidas, bronce/percusión baja, brillo creciente.";"Fogata/fuego FX; Sol/luz cálida; Viento FX; Pinturas tari";"Previsualizar en storyboard/animatic; ajustar duración según acting y montaje."
36;EXT. COSTA DEL KARUKINKA;DÍA;Avanzar la relación entre personajes y preparar la siguiente variación emocional del viaje.;Ritmo contenido: planos más largos, pausas, respiración y foco en mirada/reacción.;36.04;Plano narrativo;Cerrar en reacción emocional o elemento natural que anticipe la escena siguiente.;Cerrar en reacción emocional o elemento natural que anticipe la escena siguiente.;Cámara funcional al eje dramático;"Viento como voz espiritual y guía; usarlo para transiciones. Diseño solar: resonancias cálidas, bronce/percusión baja, brillo creciente.";"Sol/luz cálida; Viento FX";"Previsualizar en storyboard/animatic; ajustar duración según acting y montaje."
37;EXT. COSTA DEL KARUKINKA;NOCHE;Activar la tentación de poder de Lola: dolor transformado en deseo de venganza.;Ritmo alto: cortes breves, cámara móvil, respiración y percusión marcadas.;37.01;PG / Plano general;"PG mágico del lago plateado; reflejo de Luna como eje vertical.";"PG mágico del lago plateado; reflejo de Luna como eje vertical.";Cámara funcional al eje dramático;"Fuego presente como pulso: crepita, sube o se apaga según tensión. Viento como voz espiritual y guía; usarlo para transiciones. Música diegética integrada a acción; percusión orgánica y respiración. Diseño sonoro lunar: drones, agua, notas cristalinas y presión grave. Diseño solar: resonancias cálidas, bronce/percusión baja, brillo creciente.";"Fogata/fuego FX; Luna/luz plateada; Sol/luz cálida; Viento FX; Lago/agua FX";"Previsualizar en storyboard/animatic; ajustar duración según acting y montaje."
37;EXT. COSTA DEL KARUKINKA;NOCHE;Activar la tentación de poder de Lola: dolor transformado en deseo de venganza.;Ritmo alto: cortes breves, cámara móvil, respiración y percusión marcadas.;37.02;Plano narrativo;"Plano secuencia musical rodeando a Lola; Tanú siempre detrás, casi fuera de campo.";"Plano secuencia musical rodeando a Lola; Tanú siempre detrás, casi fuera de campo.";Cámara funcional al eje dramático;"Fuego presente como pulso: crepita, sube o se apaga según tensión. Viento como voz espiritual y guía; usarlo para transiciones. Música diegética integrada a acción; percusión orgánica y respiración. Diseño sonoro lunar: drones, agua, notas cristalinas y presión grave. Diseño solar: resonancias cálidas, bronce/percusión baja, brillo creciente.";"Fogata/fuego FX; Luna/luz plateada; Sol/luz cálida; Viento FX; Lola; Tanú";"Previsualizar en storyboard/animatic; ajustar duración según acting y montaje."
37;EXT. COSTA DEL KARUKINKA;NOCHE;Activar la tentación de poder de Lola: dolor transformado en deseo de venganza.;Ritmo alto: cortes breves, cámara móvil, respiración y percusión marcadas.;37.03;Plano narrativo;Detalles de pinturas brillando, gotas flotando y piedras suspendidas.;Detalles de pinturas brillando, gotas flotando y piedras suspendidas.;Cámara funcional al eje dramático;"Fuego presente como pulso: crepita, sube o se apaga según tensión. Viento como voz espiritual y guía; usarlo para transiciones. Música diegética integrada a acción; percusión orgánica y respiración. Diseño sonoro lunar: drones, agua, notas cristalinas y presión grave. Diseño solar: resonancias cálidas, bronce/percusión baja, brillo creciente.";"Fogata/fuego FX; Luna/luz plateada; Sol/luz cálida; Viento FX; Pinturas tari";"Previsualizar en storyboard/animatic; ajustar duración según acting y montaje."
37;EXT. COSTA DEL KARUKINKA;NOCHE;Activar la tentación de poder de Lola: dolor transformado en deseo de venganza.;Ritmo alto: cortes breves, cámara móvil, respiración y percusión marcadas.;37.04;Contrapicado;"Contrapicado de Lola elevándose bajo rayo lunar; belleza que se vuelve sofocante.";"Contrapicado de Lola elevándose bajo rayo lunar; belleza que se vuelve sofocante.";Contrapicado, Picado;"Fuego presente como pulso: crepita, sube o se apaga según tensión. Viento como voz espiritual y guía; usarlo para transiciones. Música diegética integrada a acción; percusión orgánica y respiración. Diseño sonoro lunar: drones, agua, notas cristalinas y presión grave. Diseño solar: resonancias cálidas, bronce/percusión baja, brillo creciente.";"Fogata/fuego FX; Luna/luz plateada; Sol/luz cálida; Viento FX; Lola";"Previsualizar en storyboard/animatic; ajustar duración según acting y montaje."
37;EXT. COSTA DEL KARUKINKA;NOCHE;Activar la tentación de poder de Lola: dolor transformado en deseo de venganza.;Ritmo alto: cortes breves, cámara móvil, respiración y percusión marcadas.;37.05;Plano narrativo;Corte súbito al agua cayendo y Lola inconsciente: fin del hechizo.;fin del hechizo.;Cámara funcional al eje dramático;"Fuego presente como pulso: crepita, sube o se apaga según tensión. Viento como voz espiritual y guía; usarlo para transiciones. Música diegética integrada a acción; percusión orgánica y respiración. Diseño sonoro lunar: drones, agua, notas cristalinas y presión grave. Diseño solar: resonancias cálidas, bronce/percusión baja, brillo creciente.";"Fogata/fuego FX; Luna/luz plateada; Sol/luz cálida; Viento FX; Lola";"Previsualizar en storyboard/animatic; ajustar duración según acting y montaje."
38;EXT. ACANTILADO DEL KARUKINKA / CIELO DEL NORTE;DÍA;Activar la tentación de poder de Lola: dolor transformado en deseo de venganza.;Ritmo alto: cortes breves, cámara móvil, respiración y percusión marcadas.;38.01;PG / Plano general;"PG del eclipse como reloj dramático; bajar temperatura de color progresivamente.";"PG del eclipse como reloj dramático; bajar temperatura de color progresivamente.";Cámara funcional al eje dramático;"Viento como voz espiritual y guía; usarlo para transiciones. Música diegética integrada a acción; percusión orgánica y respiración. Diseño sonoro lunar: drones, agua, notas cristalinas y presión grave.";"Luna/luz plateada; Viento FX";"Previsualizar en storyboard/animatic; ajustar duración según acting y montaje."
38;EXT. ACANTILADO DEL KARUKINKA / CIELO DEL NORTE;DÍA;Activar la tentación de poder de Lola: dolor transformado en deseo de venganza.;Ritmo alto: cortes breves, cámara móvil, respiración y percusión marcadas.;38.02;Plano narrativo;Planos amplios de destrucción para escala y planos cortos de Uky/Lola para ancla emocional.;Planos amplios de destrucción para escala y planos cortos de Uky/Lola para ancla emocional.;Cámara funcional al eje dramático;"Viento como voz espiritual y guía; usarlo para transiciones. Música diegética integrada a acción; percusión orgánica y respiración. Diseño sonoro lunar: drones, agua, notas cristalinas y presión grave.";"Luna/luz plateada; Viento FX; Lola; Uky";"Previsualizar en storyboard/animatic; ajustar duración según acting y montaje."
38;EXT. ACANTILADO DEL KARUKINKA / CIELO DEL NORTE;DÍA;Activar la tentación de poder de Lola: dolor transformado en deseo de venganza.;Ritmo alto: cortes breves, cámara móvil, respiración y percusión marcadas.;38.03;Plano narrativo;"Cámara circular para duelo Sol-Luna; Xalpén orbita, Kotaix sostiene eje vertical.";"Cámara circular para duelo Sol-Luna; Xalpén orbita, Kotaix sostiene eje vertical.";Órbita;"Viento como voz espiritual y guía; usarlo para transiciones. Música diegética integrada a acción; percusión orgánica y respiración. Diseño sonoro lunar: drones, agua, notas cristalinas y presión grave.";"Luna/luz plateada; Sol/luz cálida; Viento FX; Xalpén; Mar/agua FX";"Previsualizar en storyboard/animatic; ajustar duración según acting y montaje."
38;EXT. ACANTILADO DEL KARUKINKA / CIELO DEL NORTE;DÍA;Activar la tentación de poder de Lola: dolor transformado en deseo de venganza.;Ritmo alto: cortes breves, cámara móvil, respiración y percusión marcadas.;38.04;Insert;Insert de grietas, ovejas, armas, sorteos/soortes y fuego para caos fragmentado.;Insert de grietas, ovejas, armas, sorteos/soortes y fuego para caos fragmentado.;Cámara funcional al eje dramático;"Viento como voz espiritual y guía; usarlo para transiciones. Música diegética integrada a acción; percusión orgánica y respiración. Diseño sonoro lunar: drones, agua, notas cristalinas y presión grave.";"Fogata/fuego FX; Luna/luz plateada; Viento FX; Ovejas; Rifles/armas; Soortes";"Previsualizar en storyboard/animatic; ajustar duración según acting y montaje."
38;EXT. ACANTILADO DEL KARUKINKA / CIELO DEL NORTE;DÍA;Activar la tentación de poder de Lola: dolor transformado en deseo de venganza.;Ritmo alto: cortes breves, cámara móvil, respiración y percusión marcadas.;38.05;Plano narrativo;Cerrar cada beat con reacción de Uky o Lola para no perder el corazón de la escena.;Cerrar cada beat con reacción de Uky o Lola para no perder el corazón de la escena.;Cámara funcional al eje dramático;"Viento como voz espiritual y guía; usarlo para transiciones. Música diegética integrada a acción; percusión orgánica y respiración. Diseño sonoro lunar: drones, agua, notas cristalinas y presión grave.";"Luna/luz plateada; Viento FX; Lola; Uky";"Previsualizar en storyboard/animatic; ajustar duración según acting y montaje."
39;INT. MAR / ACANTILADO DEL KARUKINKA;DÍA;Crisis de confianza: el poder de Lola se descontrola y Uky enfrenta una muerte simbólica.;Ritmo medio: alternar establecimiento, acción y reacción para sostener claridad narrativa.;39.01;PG / Plano general;Plano general de ubicación para orientar geografía y clima emocional.;Plano general de ubicación para orientar geografía y clima emocional.;Cámara funcional al eje dramático;Ambiente natural patagónico: viento, aves, pasos, respiración y silencios expresivos.;"Viento FX; Mar/agua FX";"Previsualizar en storyboard/animatic; ajustar duración según acting y montaje."
39;INT. MAR / ACANTILADO DEL KARUKINKA;DÍA;Crisis de confianza: el poder de Lola se descontrola y Uky enfrenta una muerte simbólica.;Ritmo medio: alternar establecimiento, acción y reacción para sostener claridad narrativa.;39.02;Plano narrativo;Planos medios alternados de diálogo/acción, cuidando eje entre Uky, Lola y acompañantes.;Planos medios alternados de diálogo/acción, cuidando eje entre Uky, Lola y acompañantes.;Cámara funcional al eje dramático;Ambiente natural patagónico: viento, aves, pasos, respiración y silencios expresivos.;"Viento FX; Lola; Uky; Mar/agua FX";"Previsualizar en storyboard/animatic; ajustar duración según acting y montaje."
39;INT. MAR / ACANTILADO DEL KARUKINKA;DÍA;Crisis de confianza: el poder de Lola se descontrola y Uky enfrenta una muerte simbólica.;Ritmo medio: alternar establecimiento, acción y reacción para sostener claridad narrativa.;39.03;Plano narrativo;Planos detalle de objetos rituales, pinturas, fuego, huellas o animales como signos dramáticos.;Planos detalle de objetos rituales, pinturas, fuego, huellas o animales como signos dramáticos.;Cámara funcional al eje dramático;Ambiente natural patagónico: viento, aves, pasos, respiración y silencios expresivos.;"Fogata/fuego FX; Viento FX; Pinturas tari; Mar/agua FX";"Previsualizar en storyboard/animatic; ajustar duración según acting y montaje."
39;INT. MAR / ACANTILADO DEL KARUKINKA;DÍA;Crisis de confianza: el poder de Lola se descontrola y Uky enfrenta una muerte simbólica.;Ritmo medio: alternar establecimiento, acción y reacción para sostener claridad narrativa.;39.04;Plano narrativo;Cerrar en reacción emocional o elemento natural que anticipe la escena siguiente.;Cerrar en reacción emocional o elemento natural que anticipe la escena siguiente.;Cámara funcional al eje dramático;Ambiente natural patagónico: viento, aves, pasos, respiración y silencios expresivos.;"Viento FX; Mar/agua FX";"Previsualizar en storyboard/animatic; ajustar duración según acting y montaje."
40;EXT. ACANTILADO DEL KARUKINKA;DÍA;Crisis de confianza: el poder de Lola se descontrola y Uky enfrenta una muerte simbólica.;Ritmo contenido: planos más largos, pausas, respiración y foco en mirada/reacción.;40.01;PG / Plano general;Plano general de ubicación para orientar geografía y clima emocional.;Plano general de ubicación para orientar geografía y clima emocional.;Cámara funcional al eje dramático;"Viento como voz espiritual y guía; usarlo para transiciones. Diseño solar: resonancias cálidas, bronce/percusión baja, brillo creciente.";"Sol/luz cálida; Viento FX";"Previsualizar en storyboard/animatic; ajustar duración según acting y montaje."
40;EXT. ACANTILADO DEL KARUKINKA;DÍA;Crisis de confianza: el poder de Lola se descontrola y Uky enfrenta una muerte simbólica.;Ritmo contenido: planos más largos, pausas, respiración y foco en mirada/reacción.;40.02;Plano narrativo;Planos medios alternados de diálogo/acción, cuidando eje entre Uky, Lola y acompañantes.;Planos medios alternados de diálogo/acción, cuidando eje entre Uky, Lola y acompañantes.;Cámara funcional al eje dramático;"Viento como voz espiritual y guía; usarlo para transiciones. Diseño solar: resonancias cálidas, bronce/percusión baja, brillo creciente.";"Sol/luz cálida; Viento FX; Lola; Uky";"Previsualizar en storyboard/animatic; ajustar duración según acting y montaje."
40;EXT. ACANTILADO DEL KARUKINKA;DÍA;Crisis de confianza: el poder de Lola se descontrola y Uky enfrenta una muerte simbólica.;Ritmo contenido: planos más largos, pausas, respiración y foco en mirada/reacción.;40.03;Plano narrativo;Planos detalle de objetos rituales, pinturas, fuego, huellas o animales como signos dramáticos.;Planos detalle de objetos rituales, pinturas, fuego, huellas o animales como signos dramáticos.;Cámara funcional al eje dramático;"Viento como voz espiritual y guía; usarlo para transiciones. Diseño solar: resonancias cálidas, bronce/percusión baja, brillo creciente.";"Fogata/fuego FX; Sol/luz cálida; Viento FX; Pinturas tari";"Previsualizar en storyboard/animatic; ajustar duración según acting y montaje."
40;EXT. ACANTILADO DEL KARUKINKA;DÍA;Crisis de confianza: el poder de Lola se descontrola y Uky enfrenta una muerte simbólica.;Ritmo contenido: planos más largos, pausas, respiración y foco en mirada/reacción.;40.04;Plano narrativo;Cerrar en reacción emocional o elemento natural que anticipe la escena siguiente.;Cerrar en reacción emocional o elemento natural que anticipe la escena siguiente.;Cámara funcional al eje dramático;"Viento como voz espiritual y guía; usarlo para transiciones. Diseño solar: resonancias cálidas, bronce/percusión baja, brillo creciente.";"Sol/luz cálida; Viento FX";"Previsualizar en storyboard/animatic; ajustar duración según acting y montaje."
41;INT. MAR / ACANTILADO DEL KARUKINKA;DÍA;Crisis de confianza: el poder de Lola se descontrola y Uky enfrenta una muerte simbólica.;Ritmo contenido: planos más largos, pausas, respiración y foco en mirada/reacción.;41.01;PG / Plano general;Plano general de ubicación para orientar geografía y clima emocional.;Plano general de ubicación para orientar geografía y clima emocional.;Cámara funcional al eje dramático;Ambiente natural patagónico: viento, aves, pasos, respiración y silencios expresivos.;"Viento FX; Mar/agua FX";"Previsualizar en storyboard/animatic; ajustar duración según acting y montaje."
41;INT. MAR / ACANTILADO DEL KARUKINKA;DÍA;Crisis de confianza: el poder de Lola se descontrola y Uky enfrenta una muerte simbólica.;Ritmo contenido: planos más largos, pausas, respiración y foco en mirada/reacción.;41.02;Plano narrativo;Planos medios alternados de diálogo/acción, cuidando eje entre Uky, Lola y acompañantes.;Planos medios alternados de diálogo/acción, cuidando eje entre Uky, Lola y acompañantes.;Cámara funcional al eje dramático;Ambiente natural patagónico: viento, aves, pasos, respiración y silencios expresivos.;"Viento FX; Lola; Uky; Mar/agua FX";"Previsualizar en storyboard/animatic; ajustar duración según acting y montaje."
41;INT. MAR / ACANTILADO DEL KARUKINKA;DÍA;Crisis de confianza: el poder de Lola se descontrola y Uky enfrenta una muerte simbólica.;Ritmo contenido: planos más largos, pausas, respiración y foco en mirada/reacción.;41.03;Plano narrativo;Planos detalle de objetos rituales, pinturas, fuego, huellas o animales como signos dramáticos.;Planos detalle de objetos rituales, pinturas, fuego, huellas o animales como signos dramáticos.;Cámara funcional al eje dramático;Ambiente natural patagónico: viento, aves, pasos, respiración y silencios expresivos.;"Fogata/fuego FX; Viento FX; Pinturas tari; Mar/agua FX";"Previsualizar en storyboard/animatic; ajustar duración según acting y montaje."
41;INT. MAR / ACANTILADO DEL KARUKINKA;DÍA;Crisis de confianza: el poder de Lola se descontrola y Uky enfrenta una muerte simbólica.;Ritmo contenido: planos más largos, pausas, respiración y foco en mirada/reacción.;41.04;Plano narrativo;Cerrar en reacción emocional o elemento natural que anticipe la escena siguiente.;Cerrar en reacción emocional o elemento natural que anticipe la escena siguiente.;Cámara funcional al eje dramático;Ambiente natural patagónico: viento, aves, pasos, respiración y silencios expresivos.;"Viento FX; Mar/agua FX";"Previsualizar en storyboard/animatic; ajustar duración según acting y montaje."
42;EXT. MAR / ACANTILADO DEL KARUKINKA;DÍA;Activar la tentación de poder de Lola: dolor transformado en deseo de venganza.;Ritmo alto: cortes breves, cámara móvil, respiración y percusión marcadas.;42.01;PG / Plano general;"PG del eclipse como reloj dramático; bajar temperatura de color progresivamente.";"PG del eclipse como reloj dramático; bajar temperatura de color progresivamente.";Cámara funcional al eje dramático;"Viento como voz espiritual y guía; usarlo para transiciones. Diseño sonoro lunar: drones, agua, notas cristalinas y presión grave.";"Luna/luz plateada; Viento FX; Mar/agua FX";"Previsualizar en storyboard/animatic; ajustar duración según acting y montaje."
42;EXT. MAR / ACANTILADO DEL KARUKINKA;DÍA;Activar la tentación de poder de Lola: dolor transformado en deseo de venganza.;Ritmo alto: cortes breves, cámara móvil, respiración y percusión marcadas.;42.02;Plano narrativo;Planos amplios de destrucción para escala y planos cortos de Uky/Lola para ancla emocional.;Planos amplios de destrucción para escala y planos cortos de Uky/Lola para ancla emocional.;Cámara funcional al eje dramático;"Viento como voz espiritual y guía; usarlo para transiciones. Diseño sonoro lunar: drones, agua, notas cristalinas y presión grave.";"Luna/luz plateada; Viento FX; Lola; Uky; Mar/agua FX";"Previsualizar en storyboard/animatic; ajustar duración según acting y montaje."
42;EXT. MAR / ACANTILADO DEL KARUKINKA;DÍA;Activar la tentación de poder de Lola: dolor transformado en deseo de venganza.;Ritmo alto: cortes breves, cámara móvil, respiración y percusión marcadas.;42.03;Plano narrativo;"Cámara circular para duelo Sol-Luna; Xalpén orbita, Kotaix sostiene eje vertical.";"Cámara circular para duelo Sol-Luna; Xalpén orbita, Kotaix sostiene eje vertical.";Órbita;"Viento como voz espiritual y guía; usarlo para transiciones. Diseño sonoro lunar: drones, agua, notas cristalinas y presión grave.";"Luna/luz plateada; Sol/luz cálida; Viento FX; Xalpén; Mar/agua FX";"Previsualizar en storyboard/animatic; ajustar duración según acting y montaje."
